20000;798915.047619
40000;749819.709497
60000;344442.41574
80000;608007.82786
100000;597585.609973
120000;579357.099281
140000;546076.196455
160000;549931.792061
180000;548698.411083
200000;524800.500489
220000;528416.251969
240000;535443.06383
260000;531960.507317
280000;525167.186138
300000;523946.888744
320000;527831.792553
340000;521412.563071
360000;520447.889703
380000;525909.843679
400000;526860.561335
420000;528119.222035
440000;518215.166023
460000;520530.77211
480000;522502.104136
500000;521760.721505
520000;520378.903668
540000;513843.127402
560000;518930.735156
580000;521687.992494
600000;513653.761959
620000;515997.962175
640000;516749.960416
660000;515531.050922
680000;511850.457293
700000;517815.308642
720000;519524.564056
740000;517513.123802
760000;514244.168582
780000;516986.804148
800000;517042.338325
820000;516197.818864
840000;512095.255814
860000;515599.437531
880000;513327.831023
900000;514660.454177
920000;513880.351908
940000;515420.640248
960000;515664.220915
980000;516303.083059
1000000;511851.605522
1020000;512147.254349
1040000;517446.756821
1060000;516840.889599
1080000;512607.49077
1100000;513260.910134
1120000;513366.079366
1140000;512452.977159
1160000;513514.840463
1180000;580986.496845
1200000;613333.105864
1220000;514858.596906
1240000;512754.891614
1260000;514839.06868
1280000;511671.10984
1300000;629425.512788
1320000;561100.24057
1340000;511218.429038
1360000;509962.871096
1380000;592990.122107
1400000;507507.951924
1420000;505836.758214
1440000;558061.757053
1460000;556635.2769
1480000;508556.675474
1500000;634859.334006
1520000;507717.252899
1540000;504024.241313
1560000;508771.093162
1580000;639942.091375
1600000;608904.289441
1620000;633822.23979
1640000;500470.815152
1660000;511223.506218
1680000;496347.670079
1700000;522164.307847
1720000;592451.091105
1740000;503968.162969
1760000;495247.602164
1780000;492471.050132
1800000;571233.798501
1820000;520500.873538
1840000;497393.042476
1860000;621594.975549
1880000;504577.924812
1900000;548487.295565
1920000;532192.056834
1940000;483811.279139
1960000;491107.693089
1980000;481101.961403
2000000;523031.498548
2020000;587182.575445
2040000;510638.129653
2060000;540301.564653
2080000;466243.923777
2100000;791444.77803
2120000;479882.590751
2140000;578163.686709
2160000;507217.475515
2180000;495327.059031
2200000;466313.448091
2220000;467129.708964
2240000;480114.517279
2260000;544787.200345
2280000;730279.73425
2300000;731293.142871
2320000;584267.058748
2340000;517702.639897
2360000;517935.539807
2380000;508392.393551
2400000;737797.863491
2420000;533870.647206
2440000;576731.572837
2460000;580028.829457
2480000;594148.770041
2500000;514733.263791
2520000;514893.931343
2540000;519605.287487
2560000;599269.889214
2580000;520372.286783
2600000;536219.199435
2620000;547137.040594
2640000;577798.290942
2660000;571843.666779
2680000;588683.879744
2700000;591624.680587
2720000;542261.630563
2740000;592706.455945
2760000;533891.949672
2780000;723840.466827
2800000;606134.801697
2820000;584402.298984
2840000;610051.289983
2860000;722578.687749
2880000;736069.802228
2900000;609841.615668
2920000;541799.056846
2940000;537258.322763
2960000;595182.733903
2980000;603790.331718
3000000;583200.347614
3020000;614259.469237
3040000;591910.830981
3060000;608823.504173
3080000;542194.273963
3100000;579620.746684
3120000;610587.625738
3140000;613606.956481
3160000;598695.717907
3180000;580184.020988
3200000;585336.798953
3220000;591923.471382
3240000;578609.362694
3260000;579213.938312
3280000;562491.724066
3300000;560124.568321
3320000;596730.933069
3340000;630130.178404
3360000;649637.082182
3380000;582798.166313
3400000;593744.665747
3420000;570684.82204
3440000;682961.044199
3460000;684360.486428
3480000;610606.967135
3500000;589494.218775
3520000;586562.04924
3540000;547764.303804
3560000;554631.586396
3580000;632277.737009
3600000;695318.560389
3620000;738794.458086
3640000;679111.106366
3660000;631474.810366
3680000;571383.731523
3700000;636331.198073
3720000;607194.479028
3740000;613113.361816
3760000;696744.01469
3780000;573152.36657
3800000;603889.987094
3820000;603289.625303
3840000;591450.724137
3860000;646711.309549
3880000;692230.206886
3900000;578754.963513
3920000;581941.703086
3940000;644569.669584
3960000;696148.217894
3980000;612634.391238
4000000;666920.387578
4020000;668403.387585
4040000;686492.234317
4060000;590338.734527
4080000;597753.905361
4100000;620481.558723
4120000;811912.021143
4140000;614764.890492
4160000;615636.920281
4180000;654682.423759
4200000;625737.565048
4220000;620228.438322
4240000;605143.678523
4260000;640348.887087
4280000;623293.125125
4300000;639727.133103
4320000;758004.76509
4340000;753076.844887
4360000;662278.512992
4380000;626023.522075
4400000;628433.702446
4420000;606048.155281
4440000;587177.763642
4460000;742877.96833
4480000;667023.962727
4500000;614950.492791
4520000;651479.398374
4540000;606274.67253
4560000;654979.869739
4580000;646505.888792
4600000;604833.116636
4620000;610164.626533
4640000;662782.433426
4660000;651494.862119
4680000;635009.772781
4700000;721394.386872
4720000;631405.097186
4740000;645336.448191
4760000;718161.404317
4780000;643684.90001
4800000;646358.687307
4820000;628623.920398
4840000;673398.228967
4860000;654241.254606
4880000;670648.870249
4900000;727209.955217
4920000;612854.96219
4940000;664191.269128
4960000;714077.241687
4980000;708175.41685
5000000;736909.386393
5020000;672387.875536
5040000;674810.810742
5060000;667021.915476
5080000;656979.108362
5100000;741301.522434
5120000;606698.067733
5140000;754865.492138
5160000;659659.652989
5180000;636574.737486
5200000;658439.013566
5220000;685682.377968
5240000;639283.086444
5260000;642493.992901
5280000;668657.15942
5300000;630096.689342
5320000;649586.354833
5340000;631001.159942
5360000;645144.445014
5380000;671937.929576
5400000;622627.468687
5420000;627093.733684
5440000;628508.35434
5460000;663169.473395
5480000;620660.013873
5500000;630001.112875
5520000;623890.00485
5540000;623917.545432
5560000;622010.241952
5580000;618918.675977
5600000;643691.519693
5620000;630931.320876
5640000;648705.983204
5660000;639497.895885
5680000;639362.525927
5700000;590509.933619
5720000;661102.752273
5740000;603528.181307
5760000;605337.055178
5780000;621244.01829
5800000;629600.160461
5820000;654353.164311
5840000;622805.237392
5860000;628363.161869
5880000;613028.1973
5900000;583138.50468
5920000;606564.334333
5940000;592383.421744
5960000;595510.734084
5980000;603888.384865
6000000;634869.343929
6020000;590330.108321
6040000;598823.351741
6060000;636855.05358
6080000;620277.883446
6100000;617246.528852
6120000;595023.792882
6140000;625097.166853
6160000;644201.589877
6180000;585528.52164
6200000;629343.856003
6220000;601951.335487
6240000;583644.805307
6260000;596489.356146
6280000;591898.634757
6300000;558343.196054
6320000;612423.860687
6340000;608862.681845
6360000;601695.037767
6380000;642271.970478
6400000;610358.017281
6420000;598616.008726
6440000;592524.00521
6460000;579112.024365
6480000;613194.730139
6500000;596205.259417
6520000;576257.967299
6540000;569113.728301
6560000;576452.835019
6580000;589613.546243
6600000;588029.476451
6620000;622074.436653
6640000;566737.284054
6660000;563954.265179
6680000;587212.998854
6700000;623870.057027
6720000;571367.207131
6740000;582495.709469
6760000;581256.184554
6780000;558064.181231
6800000;578510.021551
6820000;556351.367507
6840000;555565.193421
6860000;554048.01579
6880000;564940.575722
6900000;557929.937044
6920000;576993.649599
6940000;557533.388592
6960000;579641.096096
6980000;574829.418531
7000000;589782.860013
7020000;548101.527923
7040000;571924.004237
7060000;569406.099018
7080000;623907.814586
7100000;598185.798903
7120000;574176.238988
7140000;545501.137275
7160000;608608.515766
7180000;557068.122826
7200000;575962.786218
7220000;536155.048473
7240000;611393.342511
7260000;551027.615985
7280000;550543.756953
7300000;534239.234892
7320000;557365.516143
7340000;524938.921581
7360000;560039.502733
7380000;561946.837831
7400000;554538.199279
7420000;527090.610748
7440000;564147.122046
7460000;541004.593208
7480000;543318.093007
7500000;528333.049913
7520000;549324.208688
7540000;537658.146209
7560000;570073.949211
7580000;540120.183818
7600000;563986.803859
7620000;562420.447719
7640000;546132.286215
7660000;578163.565163
7680000;565313.23409
7700000;558756.761246
7720000;563366.658961
7740000;546363.806667
7760000;606044.309676
7780000;550934.615686
7800000;562328.534044
7820000;511146.266885
7840000;586028.540769
7860000;548747.882713
7880000;547246.369824
7900000;551434.363338
7920000;581356.422928
7940000;537274.205988
7960000;545642.317904
7980000;511640.251383
8000000;538605.220811
8020000;524441.261747
8040000;553838.768397
8060000;520474.042416
8080000;544264.284257
8100000;554624.369599
8120000;534307.289831
8140000;512038.911894
8160000;533177.871157
8180000;553461.216434
8200000;540878.69118
8220000;517202.130258
8240000;545089.59295
8260000;530362.732034
8280000;548327.513428
8300000;521812.533913
8320000;540043.668553
8340000;511665.555087
8360000;540718.030234
8380000;535378.496525
8400000;591624.335634
8420000;528848.988858
8440000;543441.141152
8460000;513133.339455
8480000;556751.129208
8500000;522954.178451
8520000;548413.339229
8540000;504549.050793
8560000;540474.919995
8580000;557076.289783
8600000;532607.574162
8620000;508239.68343
8640000;537979.248878
8660000;504295.517921
8680000;539373.905191
8700000;498801.466724
8720000;540755.421126
8740000;511281.116616
8760000;516466.930789
8780000;495678.764639
8800000;534877.278507
8820000;546280.311654
8840000;537824.881926
8860000;502977.282566
8880000;550792.057193
8900000;500233.579792
8920000;514615.521466
8940000;501836.651284
8960000;567744.556853
8980000;511820.219052
9000000;564844.523209
9020000;496090.308666
9040000;535203.728704
9060000;505114.486865
9080000;510757.051474
9100000;510974.072209
9120000;537592.417613
9140000;510011.07283
9160000;514653.17703
9180000;501595.31959
9200000;528705.854628
9220000;517134.545005
9240000;522382.156685
9260000;492206.616561
9280000;522057.529598
9300000;512386.548335
9320000;526027.520662
9340000;496185.801287
9360000;526121.397465
9380000;493648.753349
9400000;520605.855857
9420000;504839.842263
9440000;520957.428516
9460000;504824.683766
9480000;518331.273985
9500000;488588.119707
9520000;523615.519131
9540000;505500.225076
9560000;510920.836541
