83333,1,0.047509851
166666,2,0.051266822
249999,3,0.057510973
333332,4,0.050576891
416665,5,0.049118426
499998,6,0.053523494
583331,7,0.050746048
666664,8,0.050422437
749997,9,0.054792634
833330,10,0.05138695500000001
916663,11,0.051638161
999996,12,0.050106156
83333,1,0.047974008
166666,2,0.048675839
249999,3,0.048656871
333332,4,0.057328037
416665,5,0.052915023
499998,6,0.055741848
583331,7,0.051930336
666664,8,0.049975338
749997,9,0.051645148
833330,10,0.049737208
916663,11,0.049695462
999996,12,0.049929353
83333,1,0.048260151
166666,2,0.050757955
249999,3,0.054685236
333332,4,0.059153109
416665,5,0.053712269
499998,6,0.055328572
583331,7,0.05278148800000004
666664,8,0.051040251
749997,9,0.050812903
833330,10,0.052225219
916663,11,0.048828977
999996,12,0.052921279
2981417,1,1.741079944
5962834,2,1.81045482
8944251,3,1.7129851139999999
11925668,4,1.7124667420000002
14907085,5,1.7075801350000002
17888502,6,1.819586398
20869919,7,1.756187508
23851336,8,1.785091784
26832753,9,1.806678238
29814170,10,1.851081873
32795587,11,1.753074881
35777004,12,1.745621829
2981417,1,1.696539793
5962834,2,1.776694816
8944251,3,1.711624945
11925668,4,1.762342643
14907085,5,1.7257637510000001
17888502,6,1.758064469
20869919,7,1.7324806719999999
23851336,8,1.758246845
26832753,9,1.73208455
29814170,10,1.772353694
32795587,11,1.733011108
35777004,12,1.819310986
2981417,1,1.682356183
5962834,2,1.7823312869999999
8944251,3,1.768984173
11925668,4,1.730791272
14907085,5,1.7281281800000001
17888502,6,1.735426245
20869919,7,1.749461094
23851336,8,1.735100204
26832753,9,1.758170687
29814170,10,1.747877167
32795587,11,1.791163317
35777004,12,1.8054798
106666666,1,60.613772582
213333332,2,63.962082046
319999998,3,61.133424099
426666664,4,61.145755822
533333330,5,62.529466653
639999996,6,62.507145062
746666662,7,63.725411493
853333328,8,63.262633235
959999994,9,61.885978165
1066666660,10,62.137840221
1173333326,11,61.447901683
1279999992,12,62.333404618
106666666,1,59.807588536
213333332,2,62.805832524
319999998,3,62.577858221
426666664,4,61.8477934
533333330,5,62.134959048
639999996,6,63.390379814
746666662,7,61.481198022
853333328,8,65.643290229
959999994,9,64.406569998
1066666660,10,62.290017428
1173333326,11,65.035165948
1279999992,12,62.775637344
106666666,1,60.634374066
213333332,2,63.010468716
319999998,3,63.831447628
426666664,4,62.292953547
533333330,5,62.756313075
639999996,6,62.003789671
746666662,7,64.474538754
853333328,8,62.75694328
959999994,9,61.841423828
1066666660,10,62.200583612
1173333326,11,62.647635952
1279999992,12,63.234229149
83333,1,0.047795846
166666,2,0.055191109
249999,3,0.047668641
333332,4,0.049316753
416665,5,0.056377924
499998,6,0.050774813
583331,7,0.049526756
666664,8,0.049338051
749997,9,0.048524112
833330,10,0.049117549
916663,11,0.049489583
999996,12,0.048528328
83333,1,0.04792264
166666,2,0.048800093
249999,3,0.049013634
333332,4,0.049901857
416665,5,0.048840421
499998,6,0.04983734
583331,7,0.0539582
666664,8,0.049711969
749997,9,0.048825652
833330,10,0.048468288
916663,11,0.05929631599999996
999996,12,0.049991155
83333,1,0.04682578
166666,2,0.047242121000000026
249999,3,0.048920709
333332,4,0.055097653
416665,5,0.049886231
499998,6,0.050085881
583331,7,0.050678415
666664,8,0.048785321
749997,9,0.055491487
833330,10,0.048558811
916663,11,0.05038776
999996,12,0.05079276
2981417,1,1.721047976
5962834,2,1.692105103
8944251,3,1.696899513
11925668,4,1.858244416
14907085,5,1.7223243209999999
17888502,6,1.72532796
20869919,7,1.701761029
23851336,8,1.7020671539999999
26832753,9,1.758111807
29814170,10,1.722923452
32795587,11,1.735195671
35777004,12,1.808150312
2981417,1,1.694579555
5962834,2,1.78062039
8944251,3,1.6813876620000001
11925668,4,1.770798249
14907085,5,1.700733444
17888502,6,1.690782047
20869919,7,1.694726092
23851336,8,1.697428239
26832753,9,1.733727399
29814170,10,1.727984996
32795587,11,1.754113683
35777004,12,1.764887867
2981417,1,1.673670202
5962834,2,1.683786076
8944251,3,1.7014241970000001
11925668,4,1.817537776
14907085,5,1.683777148
17888502,6,1.736076414
20869919,7,1.712812195
23851336,8,1.684063013
26832753,9,1.736252585
29814170,10,1.720423
32795587,11,1.758684946
35777004,12,1.744168653
106666666,1,59.71333626
213333332,2,60.128273767
319999998,3,61.797419808
426666664,4,62.051939195
533333330,5,60.861511617
639999996,6,61.279126045
746666662,7,61.293609119
853333328,8,60.328824115
959999994,9,61.273184388
1066666660,10,62.931349064
1173333326,11,61.222783314
1279999992,12,61.927524682
106666666,1,59.79090519
213333332,2,60.855217866
319999998,3,61.063235445
426666664,4,61.323207032
533333330,5,62.265183838
639999996,6,61.229092918
746666662,7,60.722534942
853333328,8,63.342776951
959999994,9,61.536288867
1066666660,10,61.657169773
1173333326,11,62.38215829
1279999992,12,62.704330155
106666666,1,59.647482279
213333332,2,61.647301791
319999998,3,61.50215026
426666664,4,62.011269574
533333330,5,60.906564638
639999996,6,63.212712555
746666662,7,62.9475837
853333328,8,61.921524144
959999994,9,60.398034345
1066666660,10,61.293368579
1173333326,11,63.034024241
1279999992,12,64.753763611
