1000000,1,0.575007525
1000000,2,0.288622774
1000000,3,0.190140956
1000000,4,0.14731668899999995
1000000,5,0.117268373
1000000,6,0.098107928
1000000,7,0.085618651
1000000,8,0.076501446
1000000,9,0.064015656
1000000,10,0.059308534
1000000,11,0.054512329
1000000,12,0.04977975000000001
1000000,1,0.562638
1000000,2,0.28086952
1000000,3,0.188297337
1000000,4,0.14584513
1000000,5,0.12246511800000004
1000000,6,0.106092818
1000000,7,0.086679043
1000000,8,0.075785629
1000000,9,0.064577719
1000000,10,0.058402093
1000000,11,0.054496283
1000000,12,0.048994376
1000000,1,0.5853638299999999
1000000,2,0.283117854
1000000,3,0.194935772
1000000,4,0.145824716
1000000,5,0.117577697
1000000,6,0.098820061
1000000,7,0.086732244
1000000,8,0.073145262
1000000,9,0.071469078
1000000,10,0.05882572500000005
1000000,11,0.054847764
1000000,12,0.049340611
35777087,1,20.067640413
35777087,2,10.385864318
35777087,3,7.018306437
35777087,4,5.120153352
35777087,5,4.09241359
35777087,6,3.504031092
35777087,7,2.917318678
35777087,8,2.6196924360000002
35777087,9,2.303708748
35777087,10,2.101771174
35777087,11,1.885951575
35777087,12,1.7319612690000001
35777087,1,20.202541729
35777087,2,10.082162823
35777087,3,6.802673087
35777087,4,5.178690922
35777087,5,4.086615514
35777087,6,3.385209941
35777087,7,2.926335138
35777087,8,2.600376657
35777087,9,2.293561167
35777087,10,2.095123702
35777087,11,1.952360707
35777087,12,1.744216943
35777087,1,20.321004889
35777087,2,10.104474701000001
35777087,3,6.739771938
35777087,4,5.231860722
35777087,5,4.074740933
35777087,6,3.4464510219999998
35777087,7,3.058193761
35777087,8,2.6131811860000003
35777087,9,2.349011568
35777087,10,2.05288326
35777087,11,1.862922958
35777087,12,1.743272876
1280000000,1,734.559011276
1280000000,2,362.964748708
1280000000,3,242.15869577
1280000000,4,190.644465699
1280000000,5,151.650093361
1280000000,6,122.545310527
1280000000,7,106.284003867
1280000000,8,92.699632752
1280000000,9,81.600276693
1280000000,10,76.155686656
1280000000,11,69.656765232
1280000000,12,66.294059595
1280000000,1,746.00755032
1280000000,2,362.776280793
1280000000,3,242.397337349
1280000000,4,182.815651339
1280000000,5,146.479717077
1280000000,6,121.991060822
1280000000,7,105.970678283
1280000000,8,96.867439656
1280000000,9,82.640444526
1280000000,10,75.869562818
1280000000,11,67.628358705
1280000000,12,62.898047448
1280000000,1,720.623165034
1280000000,2,361.996721949
1280000000,3,242.873831337
1280000000,4,197.798915356
1280000000,5,150.298884901
1280000000,6,123.921042775
1280000000,7,113.894134237
1280000000,8,92.573967972
1280000000,9,82.518560788
1280000000,10,74.222219343
1280000000,11,67.21194952
1280000000,12,63.003616367
1000000,1,0.565395344
1000000,2,0.285660944
1000000,3,0.194947072
1000000,4,0.142202752
1000000,5,0.116376972
1000000,6,0.100758802
1000000,7,0.083211179
1000000,8,0.074539591
1000000,9,0.066498632
1000000,10,0.065893313
1000000,11,0.053010363
1000000,12,0.050071961
1000000,1,0.566703905
1000000,2,0.285868352
1000000,3,0.192235132
1000000,4,0.142582732
1000000,5,0.116864763
1000000,6,0.096120292
1000000,7,0.084600637
1000000,8,0.07421821299999998
1000000,9,0.063452357
1000000,10,0.059516239
1000000,11,0.054357328
1000000,12,0.051435636
1000000,1,0.5633418720000001
1000000,2,0.285206389
1000000,3,0.197735635
1000000,4,0.149890714
1000000,5,0.119078116
1000000,6,0.098140011
1000000,7,0.082418945
1000000,8,0.073665841
1000000,9,0.06387766
1000000,10,0.057283353
1000000,11,0.054399518
1000000,12,0.05138126
35777087,1,20.353923461
35777087,2,10.371759311
35777087,3,6.796624362
35777087,4,5.122528834
35777087,5,4.076038347
35777087,6,3.422433608
35777087,7,2.969534812
35777087,8,2.537809583
35777087,9,2.319103745
35777087,10,2.072443461
35777087,11,1.915310936
35777087,12,1.720703503
35777087,1,20.209900412
35777087,2,10.149982224
35777087,3,6.820586987
35777087,4,5.314409001
35777087,5,4.073117959
35777087,6,3.481954149
35777087,7,3.002518984
35777087,8,2.6273893790000002
35777087,9,2.294630638
35777087,10,2.095983792
35777087,11,1.974169252
35777087,12,1.721921504
35777087,1,20.931004941
35777087,2,10.129823325
35777087,3,6.765141103
35777087,4,5.212745362
35777087,5,4.057326984
35777087,6,3.434495984
35777087,7,2.930127283
35777087,8,2.5714832530000002
35777087,9,2.279431556
35777087,10,2.114766372
35777087,11,1.859316321
35777087,12,1.74974568
1280000000,1,721.505161176
1280000000,2,360.906804059
1280000000,3,241.56493673
1280000000,4,182.412007035
1280000000,5,147.063357595
1280000000,6,122.715171774
1280000000,7,106.185847606
1280000000,8,93.201831113
1280000000,9,82.955065625
1280000000,10,75.776211954
1280000000,11,67.963523086
1280000000,12,61.213738029
1280000000,1,720.452268088
1280000000,2,364.337998277
1280000000,3,248.367096267
1280000000,4,182.099987157
1280000000,5,149.1204424
1280000000,6,123.805796352
1280000000,7,105.7708247
1280000000,8,92.47033378
1280000000,9,83.263031813
1280000000,10,74.346971355
1280000000,11,71.922995461
1280000000,12,64.966113642
1280000000,1,724.606136489
1280000000,2,360.034522101
1280000000,3,242.495456414
1280000000,4,185.100128048
1280000000,5,146.060654774
1280000000,6,122.582649658
1280000000,7,106.7712276
1280000000,8,96.701397947
1280000000,9,82.962634839
1280000000,10,74.674795665
1280000000,11,68.561541837
1280000000,12,63.691915203
