1;1000000;1;1;0.980106;0.018067;0.081538;0.549568;0.079030
1;1000000;1001;1;0.760914;0.018006;0.080841;0.331538;0.078710
1;1000000;2001;1;0.744795;0.018049;0.081299;0.314270;0.079029
1;1000000;3001;1;0.731015;0.018023;0.082941;0.298408;0.079263
1;1000000;4001;1;0.821778;0.018033;0.083692;0.291751;0.079187
1;1000000;5001;1;0.825608;0.018321;0.084676;0.286970;0.079656
1;1000000;6001;1;0.822172;0.018308;0.084671;0.283604;0.079866
1;1000000;7001;1;0.823779;0.018151;0.085047;0.283761;0.079925
1;1000000;8001;1;0.819499;0.018124;0.085384;0.280092;0.079930
1;1000000;9001;1;0.717346;0.018031;0.085930;0.277539;0.080249
1;1000000;10001;1;0.716259;0.018028;0.085969;0.276240;0.080180
1;1000000;11001;1;0.718491;0.018566;0.086553;0.276558;0.080246
1;1000000;12001;1;0.717707;0.018040;0.086604;0.276298;0.080427
1;1000000;13001;1;0.720343;0.018007;0.087182;0.277255;0.080403
1;1000000;14001;1;0.720405;0.018037;0.087785;0.277506;0.080502
1;1000000;15001;1;0.721438;0.018366;0.087778;0.277165;0.080550
1;1000000;16001;1;0.720679;0.018040;0.087592;0.276670;0.080617
1;1000000;17001;1;0.724101;0.018034;0.088832;0.277064;0.080711
1;1000000;18001;1;0.721903;0.018317;0.088353;0.275925;0.080935
1;1000000;19001;1;0.723560;0.018100;0.088721;0.276326;0.080850
1;1000000;20001;1;0.723573;0.018018;0.088699;0.276686;0.081097
1;1000000;21001;1;0.727223;0.018045;0.089575;0.277567;0.081290
1;1000000;22001;1;0.727381;0.018022;0.089443;0.278541;0.081358
1;1000000;23001;1;0.731810;0.018036;0.090185;0.280206;0.081791
1;1000000;24001;1;0.730950;0.018036;0.089612;0.280778;0.081480
1;1000000;25001;1;0.734281;0.018046;0.090401;0.282186;0.081703
1;1000000;26001;1;0.734903;0.018025;0.090159;0.283171;0.081662
1;1000000;27001;1;0.738589;0.018025;0.091275;0.284340;0.081832
1;1000000;28001;1;0.738791;0.018318;0.090792;0.285025;0.082038
1;1000000;29001;1;0.742096;0.018043;0.091438;0.286450;0.082004
1;1000000;30001;1;0.741175;0.018040;0.091099;0.286537;0.082122
1;1000000;31001;1;0.744723;0.018027;0.092164;0.287949;0.082273
1;1000000;32001;1;0.745693;0.018042;0.092282;0.288393;0.082412
1;1000000;33001;1;0.747442;0.018041;0.092591;0.289498;0.082409
1;1000000;34001;1;0.748357;0.018052;0.092684;0.289878;0.082490
1;1000000;35001;1;0.750426;0.018044;0.092931;0.291013;0.082581
1;1000000;36001;1;0.750574;0.018035;0.092851;0.291394;0.082691
1;1000000;37001;1;0.753918;0.018339;0.093470;0.292658;0.082804
1;1000000;38001;1;0.755470;0.018026;0.092811;0.293856;0.083405
1;1000000;39001;1;0.757754;0.018178;0.093275;0.294838;0.083461
1;1000000;40001;1;0.759660;0.018123;0.094189;0.296067;0.083451
1;1000000;41001;1;0.759983;0.018021;0.093543;0.297053;0.083241
1;1000000;42001;1;0.762969;0.018030;0.094280;0.298509;0.083417
1;1000000;43001;1;0.763637;0.018024;0.094055;0.299296;0.083472
1;1000000;44001;1;0.766958;0.018070;0.094403;0.301004;0.083968
1;1000000;45001;1;0.767805;0.018334;0.094300;0.301866;0.083729
1;1000000;46001;1;0.770448;0.018043;0.094969;0.303548;0.083798
1;1000000;47001;1;0.772378;0.018307;0.094641;0.304794;0.083963
1;1000000;48001;1;0.774302;0.018039;0.095318;0.306069;0.083983
1;1000000;49001;1;0.776638;0.018023;0.095096;0.307515;0.084155
1;1000000;50001;1;0.780122;0.018033;0.095623;0.309200;0.084341
1;1000000;51001;1;0.779127;0.018031;0.095312;0.309858;0.084309
1;1000000;52001;1;0.782039;0.018029;0.095746;0.311400;0.084420
1;1000000;53001;1;0.783417;0.018022;0.095600;0.312511;0.084650
1;1000000;54001;1;0.786269;0.018010;0.096351;0.314137;0.084611
1;1000000;55001;1;0.788705;0.018349;0.096057;0.315309;0.084835
1;1000000;56001;1;0.791603;0.018048;0.096655;0.317180;0.084964
1;1000000;57001;1;0.791108;0.018035;0.096313;0.317830;0.084860
1;1000000;58001;1;0.792561;0.018059;0.096092;0.319044;0.085057
1;1000000;59001;1;0.796989;0.018029;0.097134;0.320734;0.085300
1;1000000;60001;1;0.797485;0.018031;0.096787;0.321768;0.085333
