1;10000000;0.126376
2;10000000;0.065252
3;10000000;0.044126
4;10000000;0.033396
5;10000000;0.042329
6;10000000;0.035524
7;10000000;0.037385
8;10000000;0.033863
9;10000000;0.036326
10;10000000;0.037928
1;50000000;0.639031
2;50000000;0.321742
3;50000000;0.216074
4;50000000;0.162575
5;50000000;0.191368
6;50000000;0.165252
7;50000000;0.173097
8;50000000;0.164433
9;50000000;0.175327
10;50000000;0.166443
1;100000000;1.264983
2;100000000;0.634253
3;100000000;0.426634
4;100000000;0.322429
5;100000000;0.385237
6;100000000;0.365668
7;100000000;0.344321
8;100000000;0.337087
9;100000000;0.334034
10;100000000;0.326991
