10000000;1;0.128517
10000000;2;0.064316
10000000;3;0.044108
10000000;4;0.033627
50000000;1;0.637497
50000000;2;0.317989
50000000;3;0.214075
50000000;4;0.161838
100000000;1;1.267195
100000000;2;0.634188
100000000;3;0.426823
100000000;4;0.323533
